file,line_count,sha16,first_line,last_line,wf_mstr_hits,glt_det_hits,insert_log_hits,messagebox_hits,todo_hits
Alfa Solution/Alfa.Project/__Browse References/FTaxClassSearch.vb,93,7b807599220d83c6,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FTaxInvoiceNumberSearch.designer.vb,88,32e94e0148c68f81,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FTaxInvoiceNumberSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FTaxInvoiceNumberSearch.vb,77,de1e364bc63c7928,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FUMSearch.Designer.vb,156,fec90f99872df376,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FUMSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FUMSearch.vb,217,f4a97d77b260acb5,﻿Imports master_new.ModFunction,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/__Browse References/FWCSearch.designer.vb,122,c7a57c233591e408,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWCSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWCSearch.vb,93,00a255b52974df32,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWOMaterialRequestSearch.designer.vb,188,5a54def658358964,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWOMaterialRequestSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWOMaterialRequestSearch.vb,373,4d03be63f18dc257,﻿Imports master_new.ModFunction,End Class,0,0,0,5,0
Alfa Solution/Alfa.Project/__Browse References/FWOSearch.designer.vb,188,8f49d172e5340d68,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWOSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FWOSearch.vb,833,644714820ee51cfa,﻿Imports master_new.ModFunction,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/__General Form/CustomDesignForm.resx,632,d13f29c53c9caaf6,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/CustomDesignForm.vb,1229,0919ed3c6c2e39a5,Public Class CustomDesignForm,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr.Designer.vb,628,3d59b6e9540b0268,﻿,,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr.vb,359,0e6066b46022d1a5,﻿,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr0.designer.vb,421,326cfa2fea856d48,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr0.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr0.vb,322,1cd84b768c8a5db5,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr1.designer.vb,462,840f928b3e0683dc,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr1.resx,126,bebf819a92130eed,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FCodeMstr1.vb,333,ab35bb603197295f,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/__General Form/FProgress.Designer.vb,54,de669af26b58bc2a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FProgress.resx,120,f601cd30780a3718,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/FProgress.vb,16,dc3631c1f0d5fa98,﻿Public Class FProgress,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmExport.Designer.vb,61,3de3c9e2a13c8b40,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmExport.resx,120,f601cd30780a3718,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmExport.vb,3,45f406382ddae28b,﻿Public Class frmExport,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialog.Designer.vb,170,edbb8f5cf1ee5234,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialog.resx,440,caabe7620bd14448,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialog.vb,194,fd7b786458a074f0,Imports master_new.PGSqlConn,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialogReport.Designer.vb,1406,1b742cfa219c53b4,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialogReport.resx,446,0bde7817e885efc1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__General Form/frmPrintDialogReport.vb,48,150408c4f7e7463c,Imports master_new.PGSqlConn,End Class,0,0,1,0,0
Alfa Solution/Alfa.Project/app.config,52,f9813d4f10c9da95,"<?xml version=""1.0""?>","<startup><supportedRuntime version=""v4.0"" sku="".NETFramework,Version=v4.6""/></startup></configuration>",0,0,0,0,0
